orcid	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0000-0001-5635-5028	0.0031110516	0.16265939	0.10932952	0.075695	0.20988742	-0.16915636	-0.11483863	0.12370224	-0.4289625	-0.028638845	-0.1643276	0.11842775	0.18833567	0.32007653	0.10585984	0.18717237	-0.25409567	-0.12000774	0.23025729	0.27154645	-0.024228076	-0.037363943	-0.042540014	-0.14833318	-0.040059276	0.15201713	0.3431841	-0.090400204	-0.18871361	-0.15767308	0.044989474	-5.3751737e-05
0000-0001-5639-9688	0.083886884	0.06048333	0.23802605	0.09772772	-0.080544196	-0.28651658	0.25693825	0.28535175	-0.20665962	0.18173946	0.30234262	-0.12543917	0.22705613	-0.04535952	0.2127753	-0.041426074	0.058562893	-0.16011514	0.19839096	-0.22887084	0.16959824	-0.07828087	-0.080824964	0.1088334	-0.04232984	0.10268291	0.07657505	-0.24422638	-0.051483676	-0.10897283	-0.30612308	-0.2084095
0000-0001-5651-4252	0.054448802	-0.13737558	0.022071572	0.12904668	0.0055700126	0.01522942	-0.15787263	-0.18512072	0.041341685	-0.3385945	-0.22886807	-0.23228846	0.0902751	-0.23489977	0.22250262	-0.027890626	0.16452038	0.38059762	0.03608379	0.01499656	0.15055197	0.083660275	0.005306615	-0.10929898	-0.20776989	-0.26759696	-0.016466819	-0.20037779	0.3375386	-0.1076008	0.010380123	-0.26335916
0000-0001-5651-7496	-0.1812353	-0.05335505	-0.23017022	-0.016957171	0.14385083	0.04548999	0.04469013	-0.08979572	-0.28289363	0.012831388	-0.28774363	-0.18063201	0.20614672	-0.12121557	0.06256995	0.11120092	0.036036912	0.14910306	-0.16188791	-0.07428192	-0.020287652	-0.11416052	0.002711832	-0.07425452	-0.18774359	-0.35787612	-0.09539081	0.17613101	0.34681457	-0.12582567	0.2516494	-0.36335447
0000-0001-5654-5083	0.07669783	0.16747563	0.08206889	-0.11687535	-0.021601997	0.12614101	0.00041812958	0.06044884	-0.19153532	-0.052063704	0.072129846	0.1438485	0.09128547	0.23523822	-0.14032939	-0.15233625	0.33953947	0.21902977	0.28218824	0.35818914	0.044136032	0.22101493	0.1324642	-0.081210084	-0.09125366	0.13863082	0.32005748	0.18247187	-0.13934329	-0.2975496	-0.15223901	0.115090005
0000-0001-5688-9978	0.20129593	0.31103432	0.061113764	0.07954379	-0.09641839	0.05472841	0.09226168	0.2771321	-0.2553602	-0.09829722	0.12924202	-0.26599628	0.5143846	0.13399467	0.0025870004	0.14559184	0.14129479	0.15207906	0.18260123	-0.21994087	0.16932245	0.030741042	-0.0855958	-0.06775847	-0.05851737	-0.22638878	-0.079137966	-0.006468937	0.16761065	0.15417874	-0.015690466	0.09776138
0000-0001-5690-3688	0.13413465	0.25877538	-0.26160312	-0.3192433	-0.15972032	-0.16964847	-0.07560712	0.20834906	0.15076229	-0.1086568	0.07127502	0.43900076	-0.03665527	-0.09842645	0.08866059	-0.1171401	0.028505817	-0.1379018	0.11024946	0.115035295	-0.07784534	-0.13882434	-0.22906077	0.08329384	0.15280432	0.21907334	-0.20620164	-0.07180079	0.023553077	0.20755668	0.17904244	0.22728719
0000-0001-5691-5419	0.11667764	0.14176163	-0.06860412	0.2673589	0.02617959	0.2850158	0.1832879	0.07007767	0.11804111	-0.33402765	0.00062585116	-0.010514889	-0.07043786	-0.26307663	-0.053827755	0.18521915	0.29572895	-0.1936646	-0.19590783	-0.016486414	-0.13444965	-0.13052288	0.23759298	0.06057971	0.2532307	0.1273981	-0.20811687	0.15160963	-0.118773185	-0.28233737	0.027691804	0.18054776
0000-0001-5697-5980	0.10503782	-0.012088796	-0.18264261	0.30416858	0.041573998	0.015355515	0.13036765	0.059646916	-0.23108746	0.06292252	-0.23180044	0.051080532	0.047535293	-0.19612084	0.024266105	0.0719231	0.04090735	-0.0063443524	0.16230063	0.06264478	-0.14201951	0.31456608	0.033099454	0.16466577	0.28350523	0.1970188	0.07628269	-0.104763374	-0.057255924	-0.32429823	0.30243495	-0.40623754
0000-0001-5712-757X	-0.20354702	0.1885136	-0.12101379	-0.2247207	-0.065358564	0.1340492	-0.019347392	0.120914094	0.11822798	0.011149009	0.22286409	0.16213886	0.07101595	0.058153912	0.3124732	-0.09079479	0.29862443	0.095512815	0.21920863	-0.044512995	0.10949306	0.2050962	-0.1379417	-0.3104845	-0.049929928	-0.1121356	-0.20312935	0.20115332	-0.13898219	0.15903552	0.0126865385	0.39611676
0000-0001-5713-4059	-0.113083795	-0.22707726	0.21988878	0.2603579	0.15971074	0.04038517	-0.14716068	0.13983232	-0.008324845	-0.16628405	0.34793007	-0.21803091	-0.24898997	0.3004977	0.13338606	-0.1382636	0.1215167	0.13929875	-0.23098591	0.022078197	0.10936558	-0.2795707	-0.19348063	-0.012822557	0.101666056	0.10174844	-0.118195996	-0.0739656	-0.1685529	-0.20237505	0.038700227	0.19728473
0000-0001-5715-9459	0.23192464	-0.12239036	0.0433456	-0.04613502	-0.17298384	0.19269864	0.004466458	-0.1653619	-0.08544813	0.040581267	-0.14325069	0.04882295	0.013742599	0.09729319	-0.16404328	-0.2520947	0.21137387	0.14516878	0.060608927	-0.12866826	-0.2472473	-0.03996397	0.31929153	-0.19679672	0.024574287	-0.019493114	0.018258762	0.16732469	-0.13842282	-0.47435704	-0.20149338	-0.3120236
0000-0001-5716-2770	-0.25720996	-0.22593938	-0.245182	0.2951407	-0.16933593	-0.06487499	0.051591128	-0.021235993	-0.3377037	-0.2795917	-0.09216925	0.12694533	0.08481628	0.009607577	-0.18762672	0.14113759	-0.24696767	0.3654021	-0.007919532	0.0075767273	-0.14107932	0.07247709	0.08562368	0.093182296	0.22858897	-0.26980215	-0.013924161	0.030636119	0.09264235	0.09953441	-0.15061675	-0.1310895
0000-0001-5720-4686	0.21509548	-0.15905961	-0.3051066	-0.12104721	-0.0028074125	0.14937295	-0.016145136	0.021801887	0.009409776	0.013275578	0.176296	-0.3252094	0.12670752	0.17907684	-0.13192625	0.004673058	-0.38657644	-0.1585968	-0.27739736	0.04104153	-0.032286454	-0.18001509	-0.00229032	-0.19640926	0.32521	0.21412712	0.026737012	0.023488572	-0.081737325	-0.12033612	0.29220444	-0.10148072
0000-0001-5725-2215	-0.1613969	-0.10759687	-0.22848973	-0.21658252	0.09299768	0.3857646	0.115824424	0.049387023	-0.15513472	-0.27117336	-0.16969268	-0.29153743	0.2057887	0.1643691	0.17079486	-0.04065796	0.06727841	-0.21931432	0.13876027	-0.18156837	-0.14875118	-0.07963006	-0.10348311	0.057470925	0.05459015	-0.17119022	0.29347658	-0.024233734	0.12529737	-0.2734276	-0.13888395	-0.047764488
0000-0001-5727-7148	0.25522298	0.15766586	-0.1703846	-0.019060006	-0.07232435	0.031348698	-0.060774792	0.024302522	0.024792986	-0.059929367	-0.20003882	0.16496217	-0.051905558	-0.21274225	0.16826443	-0.2936829	-0.0011962355	0.22028215	0.1512209	-0.22185405	0.020924365	0.3168094	0.15515637	-0.011389598	0.28881073	0.11228766	-0.046142884	0.30350754	-0.37764794	-0.19912912	-0.10664454	-0.08142319
0000-0001-5747-8441	-0.13019578	-0.14211749	5.3351487e-06	-0.0752763	0.27585948	0.043003686	0.028659293	-0.20716727	0.057527993	0.01397092	0.16212346	0.14802837	-0.3696066	-0.16071191	-0.22134458	-0.11573188	0.20659852	-0.048206065	-0.12101831	0.12639195	-0.0072977846	-0.04405807	0.12168	0.114750385	-0.20508358	0.094565585	0.03386638	-0.34311163	0.34719378	0.14334016	-0.35789585	0.11968006
0000-0001-5751-8765	0.07285127	-0.0094088325	0.23554091	0.29262805	0.28840294	0.028319206	0.016856542	-0.066909045	-0.013558969	-0.21015424	-0.099628665	-0.3421714	-0.06607976	0.18595342	-0.114054255	-0.1947483	0.063665316	0.42578217	0.23206958	-0.07632991	-0.096241474	0.15209362	0.118863314	-0.02849298	0.06213793	-0.2010715	-0.107845895	0.06447604	-0.085001215	-0.32643014	-0.19157861	0.02440732
0000-0001-5754-9633	0.15717286	0.03599636	-0.052569903	-0.28898114	-0.016075013	-0.37942004	0.103124015	-0.20303373	0.2478124	0.15396008	0.008062117	-0.0765047	0.057584684	-0.18306878	0.10743351	0.052934736	0.24791282	-0.14231731	-0.021442799	-0.2077244	0.10864253	0.39632598	0.020185482	-0.027797239	-0.09711373	0.12511128	0.030247474	-0.033112302	0.08872324	0.31527355	-0.11317341	-0.32694235
0000-0001-5762-658X	0.110021874	0.28700918	-0.17203268	-0.115115605	-0.053986177	-0.29214284	-0.21743837	-0.24627258	0.13644613	0.14293385	-0.004424336	-0.18495142	0.029283298	0.1622752	-0.10690497	0.030279312	-0.34400317	-0.2605412	0.26733896	0.15201376	-0.19162972	-0.037467327	-0.054798115	0.19336396	0.24443677	0.18268867	-0.0029150937	0.0917621	0.1199455	-0.18565956	-0.05319841	0.2027731
0000-0001-5765-8354	-0.026137909	0.37515554	0.13310246	-0.0863532	-0.050820634	0.041405804	-0.106053546	-0.15323688	0.3291953	0.2407707	0.062195398	0.19538689	0.19512275	-0.23778223	0.24713317	-0.2237152	0.100266755	-0.39169225	-0.20937604	0.1737107	0.15471008	0.09072496	0.13431473	0.20849618	-0.06980575	-0.07202901	0.026109742	0.0048930254	-0.11235811	-0.08392621	0.09452014	0.098585084
0000-0001-5785-024X	-0.118713215	0.2397926	-0.11876521	-0.23762187	-0.28764808	-0.056383457	-0.00026532012	-0.08390877	-0.06267955	0.008129421	-0.13442336	0.12166197	-0.13637769	-0.35689086	0.28520742	0.052879415	0.26275557	-0.24192458	0.26306254	0.1908461	0.011157737	0.110752076	0.3454522	-0.15886626	-0.08993308	0.14028828	0.024436057	-0.050832596	0.08439302	0.09406391	-0.11836521	-0.21636261
0000-0001-5803-3380	0.25963753	0.0358657	0.1667357	-0.06955838	0.05421853	0.108262174	-0.18248759	0.030098723	0.038804125	0.18922335	-0.119874455	-0.088625826	0.00216065	0.14895947	-0.07763176	0.27699038	0.15370148	0.11212792	-0.16416556	0.37409052	0.24513239	-0.35779557	0.062697314	0.39177403	0.14317279	-0.09458349	0.05213618	-0.08839245	-0.15982035	0.17562939	-0.17866744	-0.09172235
0000-0001-5807-3315	0.22061706	-0.053039145	0.10413442	0.22470784	-0.1459287	-0.036193915	0.12364146	0.10489792	-0.03579524	-0.26647732	0.19035329	0.3848251	-0.3178787	0.1082132	-0.109014496	0.116953485	0.2815034	0.13546161	-0.10739569	0.09146472	-0.089712076	-0.09143239	-0.13472398	0.14057383	-0.24542603	0.09208633	-0.13039006	-0.12395928	0.094194345	-0.26830623	-0.1338841	-0.26770648
0000-0001-5827-8003	-0.043564517	-0.1119237	-0.33541852	-0.14771758	0.03847268	0.0012360512	0.36114565	0.012228386	0.074758984	0.13782072	-0.16760232	0.28209332	-0.3150038	0.07112369	0.15490668	-0.061156772	-0.102387354	-0.36426833	-0.06942635	-0.04770393	0.298318	-0.26574495	-0.031050099	-0.043772306	0.05036629	-0.13870357	-0.15075974	-0.01654599	0.1735401	0.20315653	-0.13694663	0.08505174
0000-0001-5838-1027	0.015292283	-0.038068835	0.04169534	0.14375456	0.0924989	0.010994712	-0.044454724	-0.03722896	0.11007542	-0.24386272	-0.29466975	-0.17531998	0.22696404	0.23131648	-0.1584419	0.17421964	0.2031112	-0.08347442	-0.027038714	0.14268316	0.09657679	-0.14171834	0.11599614	-0.32431415	-0.26237124	-0.39343572	-0.03945731	0.025214033	0.05532625	0.2273323	-0.2882377	-0.18232775
0000-0001-5863-4514	0.22380188	-0.025109043	0.039107885	-0.17661972	0.055298	0.2844648	-0.07668956	-0.11407607	-0.25667346	-0.30598304	0.05872293	-0.08956303	-0.04446703	-0.052047357	-0.29414278	0.2893264	0.19679175	-0.06880026	0.16616192	-0.0075838068	0.03236351	0.30283472	0.24467711	0.106832415	0.07129184	-0.16917855	0.045975707	0.15369137	-0.157993	0.057219774	0.13602343	-0.355603
0000-0001-5885-1199	-0.19257298	0.06168459	-0.26070398	-0.16576767	-0.15004387	-0.26654276	0.17031263	0.096152745	-0.17385285	-0.096283115	0.114398405	-0.042989463	-0.12943374	-0.34069708	-0.02089765	0.18325733	-0.061084937	-0.14447343	-0.0027191692	0.26985905	-0.13751537	0.1610127	-0.23104681	0.2226316	-0.025903357	0.09728708	0.24975704	-0.15072428	-0.3012582	-0.06724183	0.26794198	0.055299435
0000-0001-5885-3979	-0.10543444	0.31665266	-0.11649395	0.047779277	0.13078187	-0.44693425	0.46485874	-0.07764481	0.049626704	-0.24811377	0.13398218	-0.09254224	0.20908616	0.016486743	0.17401338	-0.025502805	-0.0911687	-0.15536723	-0.06921766	-0.37534386	-0.016260646	0.01815717	-0.020452585	-0.011850218	-0.08748446	-0.036583927	-0.09691257	0.031171115	0.16185881	-0.18031634	0.09669582	-0.040389404
0000-0001-5906-7873	0.06123255	0.4198488	-0.16929929	0.043981954	-0.24840645	-0.16827078	-0.09893008	-0.18436058	-0.043286033	0.15252285	0.13329877	-0.073160306	0.06640127	-0.24673744	-0.18573765	-0.2445299	-0.16690847	-0.39217144	0.04483615	-0.002483514	0.04734224	-0.22325231	0.07021623	0.050387073	0.09228936	-0.21260196	-0.0276252	-0.26534835	-0.001120652	0.28062612	0.007096674	0.028751034
0000-0001-5934-7525	0.19174951	0.085969254	0.19108678	0.017156657	-0.007639883	0.43281925	-0.33019945	-0.053499047	0.06434628	-0.12247489	0.031354558	0.15315755	0.16319615	0.18911645	0.1073885	0.2970742	-0.048307206	0.3107122	0.078883305	-0.13354394	0.2008325	0.20970567	-0.059124336	0.2213458	0.15170258	0.06286322	-0.042680793	0.0127238855	-0.25463125	0.039201908	0.061331946	-0.23488134
0000-0001-5938-1221	-0.1557366	0.17485932	-0.25231162	-0.079326	-0.14029549	-0.30086714	-0.15580556	0.21201776	-0.058421567	0.052006483	0.3285212	-0.3235097	0.20500392	0.06623686	0.08906057	0.11550125	0.13823125	-0.08154562	-0.15319522	0.12528472	-0.07717291	0.13385795	-0.045085594	-0.1943533	0.18351482	-0.2962456	-0.03149202	-0.11515116	-0.039123423	-0.11852239	-0.13594149	-0.33323574
0000-0001-5980-4538	0.077810794	0.30287236	0.1590852	-0.19908807	-0.06327924	-0.28651905	0.040661268	-0.10779824	0.33488956	0.25788945	-0.069639035	0.21625818	-0.180902	-0.23037514	0.04474075	-0.2523718	0.010334616	-0.25278822	-0.13092844	0.09206534	-0.039213948	-0.02650841	0.13971066	0.3165333	-0.07718051	0.19269627	-0.031095285	0.040799275	0.13382947	0.092501536	0.04234957	0.26565406
0000-0001-5981-6707	0.26109216	-0.048754323	-0.07420101	0.043830015	-0.1806772	0.09866161	-0.21085264	0.34159806	-0.033005178	-0.25854957	-0.14329913	0.0018316039	-0.09217868	-0.20100923	0.24051645	0.045846254	0.024340492	0.12350436	0.08610576	0.15187858	-0.11372993	0.11728562	0.47374266	-0.02797127	-0.1362748	-0.26227146	0.087568685	0.04626619	-0.06328407	-0.10987706	0.0863737	0.3197455
0000-0001-5982-2541	-0.29625303	-0.29767257	-0.3979522	0.10972228	-0.077435836	-0.21706617	0.13291337	0.16423552	-0.06702886	-0.22987829	0.038489494	0.15741646	-0.06888054	-0.010166346	0.15586145	0.15416384	0.10110881	0.29250032	0.1569655	0.2055164	-0.22886725	-0.014388735	0.06152222	-0.08744757	-0.031892274	-0.1714477	-0.046248484	-0.039365456	-0.15970182	0.36078656	-0.035491843	-0.03546657
0000-0001-5982-9321	-0.13553551	0.31040776	-0.20405997	-0.03572007	0.16194259	-0.19903667	-0.19585659	-0.07200681	0.18565334	-0.098572	-0.12759349	0.28468782	-0.21398187	0.1548726	0.03096276	0.23285091	-0.33217373	0.14516596	-0.11145561	0.021742005	-0.08760098	0.2623577	-0.11553971	-0.124906644	-0.13540776	0.08073697	0.29296258	-0.15700698	0.09819205	-0.03213781	-0.13100207	0.23147441
0000-0001-5985-7656	0.028784838	-0.31276807	0.22940733	-0.07634034	0.11137833	-0.14236787	-0.30594882	0.14148287	-0.21243744	-0.2736689	0.0379284	-0.21935719	-0.01378123	0.007890855	-0.10286887	0.048476737	0.2111583	0.14726724	-0.16851439	-0.029142834	0.33402616	-0.18154228	-0.061698947	0.15254943	0.07414219	0.035796627	0.044586316	0.4277873	0.1482729	0.14693315	-0.06855714	-0.08160085
0000-0001-5990-5742	0.24944656	-0.05832582	0.011548876	-0.08198563	-0.10145064	0.018972553	-0.09855277	-0.013691404	-0.17513674	-0.47832394	-0.07587864	0.08493847	0.1736979	-0.18428618	-0.17527044	-0.07518386	0.07561968	0.20410635	-0.0010055765	-0.18119007	0.0825074	0.13738367	-0.12228293	0.0554566	0.30939737	-0.10266022	-0.39779755	-0.028024951	-0.004090533	-0.22846606	-0.24288516	0.18331325
0000-0001-5998-4647	-0.13318896	-0.26948914	-0.4294247	-0.08945887	-0.078974135	-0.08798704	-0.16688368	0.14340262	-0.12282823	-0.30431595	0.028216552	0.077606425	0.05125567	0.044135682	-0.009490754	0.078165546	0.085160226	-0.21649978	-0.25212651	-0.14759268	-0.113552816	-0.13771696	0.09675799	0.20881458	0.2936449	0.20017588	-0.23996542	0.19937596	0.20977816	0.05160674	-0.1264192	0.13770321
0000-0001-6000-8387	-0.039279595	-0.46159706	-0.00038779798	0.34640235	-0.14790858	0.057004925	0.062701374	-0.0453082	0.03795736	0.118315935	0.034138132	-0.15017836	0.2894065	0.0844176	-0.1615047	0.18348122	-0.18118455	0.10341185	0.079039335	-0.17534406	-0.3103485	0.117498405	0.23532073	-0.09582193	-0.105625965	-0.0777787	-0.02014707	0.062736854	-0.3268646	-0.07918144	-0.21390928	0.094232075
0000-0001-6029-7510	0.115755275	0.20600908	-0.026365157	-0.2664206	-0.3012901	-0.08869654	0.071841374	-0.025077904	0.23483491	0.2526201	0.1444676	-0.2600998	0.32900497	0.059476875	-0.19701749	0.13845137	0.25085333	-0.17127529	0.08371951	-0.14291687	-0.04503471	0.17026113	0.009020505	-0.17043346	-0.13229586	-0.020947564	0.09988903	0.18531263	-0.20425448	0.26599592	-0.18022986	-0.06115215
0000-0001-6038-3785	-0.0033305653	-0.06870625	-0.086191654	-0.0870662	-0.02330764	-0.0783222	-0.055598423	0.1435366	-0.170093	-0.26062652	-0.25054663	0.077094585	0.10540077	-0.029566681	-0.32626408	-0.09156947	0.09601975	0.08610791	0.35531366	0.16391449	-0.08978927	0.120471746	0.34478524	-0.17747396	0.3036164	-0.17687665	0.047254067	0.15937747	-0.34599656	-0.15966517	-0.13476989	-0.01801978
0000-0001-6045-108X	0.2032585	-0.027096666	0.21263959	0.05221728	0.25747082	0.16046573	0.08594974	0.10010203	-0.2578887	-0.21805981	0.1370112	0.19710273	0.2720985	-0.13771777	-0.073467456	0.0044452236	0.09391776	0.22685984	0.2334284	0.1683488	-0.06742815	0.23563612	0.42612445	-0.06503686	-0.09669762	-0.09003197	-0.14889531	-0.058043502	-0.056492474	-0.24005742	-0.07770286	-0.17779851
0000-0001-6059-0688	0.0996343	0.015695931	-0.16355482	-0.03182273	0.029998245	0.043862585	-0.05260929	-0.100611955	-0.16874935	-0.0045817685	0.14618354	-0.13049081	0.0033479298	0.1634271	-0.21876737	-0.10115325	-0.055882726	0.11453147	-0.03792858	0.22789513	-0.39579952	0.017772703	-0.06951889	0.15881819	-0.34804156	-0.30067262	-0.25182793	0.35262272	0.086129904	-0.19968902	-0.21737427	-0.21013843
0000-0001-6099-2345	-0.24850051	-0.25406605	-0.16595858	0.078176335	-0.16525123	0.13219132	0.33641955	0.052928407	-0.08981575	-0.074645996	-0.2856404	0.35711944	-0.2734198	0.17889191	0.03840287	0.15176454	-0.023207387	-0.31640542	-0.23075634	0.09355171	0.12874874	0.102197185	-0.07748147	0.13506742	0.11117473	-0.07461983	-0.040045254	0.18774694	0.17923586	0.052906793	-0.04562986	0.13980126
0000-0001-6120-7695	-0.19463988	-0.19691452	0.1262557	-0.10004126	0.21769822	0.09373722	0.045366548	0.15228978	0.044468306	0.17483602	0.21976583	0.026158243	-0.24563368	0.38694218	0.0026701556	0.036352336	-0.0937103	0.07109677	-0.26942548	0.11189737	-0.02667051	0.055870734	-0.43218064	0.15285243	0.26756984	-0.29047358	0.062014334	-0.057550956	0.06516087	0.009845277	-0.08565347	0.18792583
0000-0001-6130-8189	0.06785009	-0.01278646	-0.098983206	0.21893091	-0.23420148	0.06373481	0.11436285	-0.10936862	-0.03155171	0.1859136	-0.29781362	0.19927561	0.07029721	-0.15610953	-0.06806523	-0.18994814	-0.025872566	0.2938006	0.26282328	-0.17816846	-0.31679663	0.1765774	0.010295863	-0.04474478	0.10518074	-0.13998187	-0.16231473	-0.10434504	-0.27389964	-0.38392976	-0.018639931	0.08628743
0000-0001-6132-6168	-0.0025604712	-0.17811398	-0.03302471	-0.1687965	-0.14564809	-0.07727754	-0.25418824	0.19938827	-0.12955554	0.06841331	-0.26417392	-0.18103759	0.1370807	-0.2319975	0.03076725	-0.3571054	-0.016369116	0.1250987	0.32740045	0.21936727	-0.18540673	0.108794555	-0.110009775	-0.2529463	0.15408775	-0.026158454	-0.12442718	0.041605137	-0.27499783	-0.20529918	-0.1348159	-0.10443888
0000-0001-6165-4495	-0.13125892	-0.11662847	0.13227321	0.186451	0.20903565	-0.09852755	-0.013444495	0.3262461	-0.16948846	0.2017014	-0.019936316	0.10578954	-0.2128161	-0.015352111	0.2610465	-0.09403563	-0.13911581	0.34957802	0.005784887	-0.091414385	-0.06040157	0.30335557	0.2158975	0.0039610895	-0.00675492	0.24052528	-0.055360995	0.08005454	0.41461954	0.07988414	0.123455614	0.014916015
0000-0001-6165-7696	-0.24976888	0.14321989	0.16349205	0.15315062	0.3013952	0.16662934	-0.10128259	0.008225242	0.10613472	0.24137707	-0.054487236	-0.19671135	-0.014025619	-0.033180483	0.105357975	0.33830738	-0.17568514	-0.017838288	-0.37260243	0.1874798	0.15630226	-0.14774153	-0.13582174	0.053779885	0.05400343	0.026963295	0.067455664	0.120362155	0.025029294	-0.18048628	0.40934297	0.061165247
0000-0001-6175-8470	-0.22801071	0.10236204	-0.121960744	-0.24192558	-0.031082079	0.11336612	-0.09907152	0.28088966	0.031148005	-0.22796997	0.11529414	0.21969959	-0.12952064	0.08699365	0.28217697	-0.1502989	0.13668819	0.01609615	0.23107322	0.08106145	-0.18768026	0.08318377	-0.1488099	-0.1827244	0.05147852	0.1786786	-0.20048042	0.17616048	-0.25990516	-0.105641074	0.15117598	0.3695811
0000-0001-6184-2381	-0.02438825	0.3239132	-0.18226369	-0.17830734	0.09879698	-0.11113228	0.2980055	-0.020803226	0.13805951	0.2002768	0.077129595	0.058326356	-0.10260648	-0.014506495	0.16322419	-0.25478324	-0.13542122	-0.08282896	-0.23320015	-0.05176604	0.32373372	-0.22793172	0.026848812	0.15125489	-0.17101632	-0.06559476	-0.2929941	-0.2774747	0.07189811	0.14467159	-0.024033597	0.2482409
0000-0001-6188-1399	-0.40363732	-0.2887966	-0.0063807783	-0.10573142	-0.02594095	-0.1178803	-0.1636907	-0.11917658	0.33483288	-0.12178905	0.18170002	-0.056135494	0.06530639	-0.1645345	-0.16404977	0.16216773	0.13674802	0.06602804	-0.25107625	-0.15847704	-0.072923206	-0.0006294812	0.0809735	0.028680975	-0.22813173	0.34728515	0.10426259	-0.29172546	0.07991348	-0.022027189	0.12645274	0.15436354
